Common_Name,Genus,Species,Scientific_Name,Count,Location,Date,Time
Eastern Bluebird,Sialia,sialis,Sialia sialis,1,Village Creek Drying Beds (PPW-W 083)--ACCESS CLOSED July 2025,12/30/2024,9:41 AM
Hermit Thrush,Catharus,guttatus,Catharus guttatus,1,Beaver Marsh Preserve,11/24/2023,7:50 AM
Hermit Thrush,Catharus,guttatus,Catharus guttatus,1,Duke University--Reclamation Pond,1/22/2024,2:40 PM
Hermit Thrush,Catharus,guttatus,Catharus guttatus,1,Duke University--Reclamation Pond,4/24/2024,8:06 AM
Hermit Thrush,Catharus,guttatus,Catharus guttatus,2,Flat River Waterfowl Impoundment,11/12/2024,8:33 AM
Hermit Thrush,Catharus,guttatus,Catharus guttatus,1,Sarah P. Duke Gardens (please do not report the ducks),11/7/2023,9:11 AM
Clay-colored Thrush,Turdus,grayi,Turdus grayi,6,Santa Margarita Ranch (LTC 079) (restricted access - guided groups only),4/26/2025,6:34 AM
American Robin,Turdus,migratorius,Turdus migratorius,5,"138 Science Drive, Durham, North Carolina, US (36.003, -78.944)",4/24/2024,7:52 AM
American Robin,Turdus,migratorius,Turdus migratorius,4,"138 Science Drive, Durham, North Carolina, US (36.003, -78.944)",5/11/2024,2:46 PM
American Robin,Turdus,migratorius,Turdus migratorius,5,"2080 Duke University Road, Durham, North Carolina, US (35.999, -78.933)",3/2/2024,3:45 PM
American Robin,Turdus,migratorius,Turdus migratorius,1,Campus Dr. (Duke University),10/3/2023,9:17 AM
American Robin,Turdus,migratorius,Turdus migratorius,2,Duke University--Chapel Woods,3/2/2024,2:59 PM
American Robin,Turdus,migratorius,Turdus migratorius,4,Duke University--Chapel Woods,3/22/2024,7:58 AM
American Robin,Turdus,migratorius,Turdus migratorius,5,Duke University--Chapel Woods,4/24/2024,7:19 AM
American Robin,Turdus,migratorius,Turdus migratorius,20,Duke University--East Campus,3/2/2024,4:42 PM
American Robin,Turdus,migratorius,Turdus migratorius,2,Duke University--Reclamation Pond,11/4/2023,10:03 AM
American Robin,Turdus,migratorius,Turdus migratorius,50,Duke University--Reclamation Pond,1/16/2024,9:07 AM
American Robin,Turdus,migratorius,Turdus migratorius,2,Duke University--Reclamation Pond,1/22/2024,2:40 PM
American Robin,Turdus,migratorius,Turdus migratorius,5,Duke University--Reclamation Pond,2/19/2024,10:41 AM
American Robin,Turdus,migratorius,Turdus migratorius,8,Duke University--Reclamation Pond,2/20/2024,9:12 AM
American Robin,Turdus,migratorius,Turdus migratorius,1,Duke University--Reclamation Pond,4/6/2024,9:19 AM
American Robin,Turdus,migratorius,Turdus migratorius,4,Duke University--Reclamation Pond,4/24/2024,8:06 AM
American Robin,Turdus,migratorius,Turdus migratorius,9,Duke University--Reclamation Pond,5/21/2024,8:04 AM
American Robin,Turdus,migratorius,Turdus migratorius,3,Durham,11/5/2023,7:02 AM
American Robin,Turdus,migratorius,Turdus migratorius,5,Durham,11/5/2023,8:22 AM
American Robin,Turdus,migratorius,Turdus migratorius,2,Flat River Waterfowl Impoundment,4/28/2024,7:28 AM
American Robin,Turdus,migratorius,Turdus migratorius,5,Flat River Waterfowl Impoundment,11/12/2024,8:33 AM
American Robin,Turdus,migratorius,Turdus migratorius,1,Morris Green Park,1/7/2024,1:27 PM
American Robin,Turdus,migratorius,Turdus migratorius,5,Sandy Creek Park,6/1/2024,8:08 AM
American Robin,Turdus,migratorius,Turdus migratorius,3,Sarah P. Duke Gardens (please do not report the ducks),9/19/2023,9:05 AM
American Robin,Turdus,migratorius,Turdus migratorius,20,Sarah P. Duke Gardens (please do not report the ducks),10/10/2023,9:00 AM
American Robin,Turdus,migratorius,Turdus migratorius,5,Sarah P. Duke Gardens (please do not report the ducks),10/21/2023,11:03 AM
American Robin,Turdus,migratorius,Turdus migratorius,25,Sarah P. Duke Gardens (please do not report the ducks),11/7/2023,9:11 AM
American Robin,Turdus,migratorius,Turdus migratorius,10,Sarah P. Duke Gardens (please do not report the ducks),3/22/2024,8:15 AM
American Robin,Turdus,migratorius,Turdus migratorius,3,Sarah P. Duke Gardens (please do not report the ducks),9/3/2024,9:12 AM
American Robin,Turdus,migratorius,Turdus migratorius,2,Sarah P. Duke Gardens (please do not report the ducks),9/14/2024,9:17 AM
American Robin,Turdus,migratorius,Turdus migratorius,10,Pinewood/Elmwood Cemetery,2/9/2025,1:53 PM
American Robin,Turdus,migratorius,Turdus migratorius,1,Brumley Nature Preserve--North,10/21/2023,8:09 AM
American Robin,Turdus,migratorius,Turdus migratorius,15,Brumley Nature Preserve--North,10/5/2024,8:26 AM
American Robin,Turdus,migratorius,Turdus migratorius,1,"16 North Trumbull Circle, Saint Charles, Missouri, US (38.814, -90.51)",12/25/2023,2:03 PM
American Robin,Turdus,migratorius,Turdus migratorius,14,Frontier Park,12/26/2023,3:47 PM
American Robin,Turdus,migratorius,Turdus migratorius,1,Lake Maria Sanchez,1/17/2025,7:46 AM
American Robin,Turdus,migratorius,Turdus migratorius,2,Creve Coeur Lake Memorial Park,12/26/2023,9:16 AM
American Robin,Turdus,migratorius,Turdus migratorius,5,Little Creve Coeur Ecological Area,12/26/2023,9:37 AM
African Thrush,Turdus,pelios,Turdus pelios,2,"Conakry, GN",7/3/2023,6:30 PM
African Thrush,Turdus,pelios,Turdus pelios,2,"Conakry, GN",7/4/2023,11:25 AM
Cedar Waxwing,Bombycilla,cedrorum,Bombycilla cedrorum,30,Duke University--Anderson Woods,3/28/2024,12:05 PM
Cedar Waxwing,Bombycilla,cedrorum,Bombycilla cedrorum,8,Brumley Nature Preserve--North,10/5/2024,8:26 AM
Cedar Waxwing,Bombycilla,cedrorum,Bombycilla cedrorum,4,Lake Maria Sanchez,1/17/2025,7:46 AM
Olive-bellied Sunbird,Cinnyris,chloropygius,Cinnyris chloropygius,X,Macenta,6/21/2023,
Olive-bellied Sunbird,Cinnyris,chloropygius,Cinnyris chloropygius,1,Macenta,6/29/2023,7:49 AM
Olive-bellied Sunbird,Cinnyris,chloropygius,Cinnyris chloropygius,1,Macenta,6/29/2023,10:27 AM
Beautiful Sunbird,Cinnyris,pulchellus,Cinnyris pulchellus,4,"Conakry, GN",7/2/2023,3:00 PM
Beautiful Sunbird,Cinnyris,pulchellus,Cinnyris pulchellus,1,"Conakry, GN",7/2/2023,7:02 PM
Beautiful Sunbird,Cinnyris,pulchellus,Cinnyris pulchellus,3,"Conakry, GN",7/3/2023,10:56 AM
Beautiful Sunbird,Cinnyris,pulchellus,Cinnyris pulchellus,5,"Conakry, GN",7/3/2023,6:30 PM
